,playerName,PlayerID,Position,Mins,Passes Completed,Passes Attempted,Pass Completion Rate,Forward Passes,Long Passes,xT via Pass,npxG,xA,Shots,Tackles,Interceptions,Fouls,Aerials,Recoveries,Ball Wins,Touches,Box Touches,Final 1/3 Touches,Progressive Passes,Progressive Carries,Box Passes,Box Carries,Successful Take Ons,xT Carry,xT Received
693,Kalvin Phillips,270446,Attacking Mid/Winger,68,20.0,27.0,0.7407407407407407,13.0,1.0,0.05656815999999999,0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,0.0,39.0,0.0,11.0,3.0,1.0,0.0,0.0,0.0,0.025444439999999995,0.020224069999999997
694,Kalvin Phillips,270446,Center Mid,324,157.0,186.0,0.8440860215053764,80.0,10.0,0.37309854,0.22231392562389374,0.0,4.0,11.0,4.0,21.0,5.0,22.0,10.0,233.0,2.0,34.0,7.0,4.0,2.0,1.0,1.0,0.14906998999999996,0.22031692
695,Kalvin Phillips,270446,Forward,19,5.0,10.0,0.5,2.0,0.0,0.008941370000000002,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.004141060000000002,0.0
696,Kalvin Phillips,270446,Full Back,23,21.0,24.0,0.875,13.0,2.0,0.04861364,0.028753696009516716,0.0,1.0,1.0,1.0,0.0,0.0,4.0,2.0,34.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.010395129999999999,0.027903400000000002
697,Kaoru Mitoma,425142,Attacking Mid/Winger,1497,463.0,594.0,0.7794612794612794,160.0,5.0,2.63177004,4.421639895066619,2.8649596087634563,33.0,12.0,5.0,37.0,11.0,64.0,10.0,865.0,137.0,523.0,55.0,105.0,50.0,72.0,37.0,3.09558459,4.872651100000001
698,Kaoru Mitoma,425142,Full Back,99,46.0,54.0,0.8518518518518519,15.0,0.0,0.34012328999999997,0.25620830059051514,0.48940110206604004,1.0,1.0,0.0,0.0,0.0,4.0,2.0,65.0,9.0,37.0,8.0,9.0,7.0,8.0,2.0,0.22645864,0.08841130000000001
699,Keane Lewis-Potter,368512,Attacking Mid/Winger,587,115.0,163.0,0.7055214723926381,38.0,6.0,0.68673455,4.122855842113495,0.6184156611561775,19.0,3.0,2.0,12.0,4.0,27.0,3.0,266.0,46.0,155.0,12.0,27.0,9.0,12.0,11.0,0.67133099,1.77753961
700,Keane Lewis-Potter,368512,Center Mid,43,5.0,12.0,0.4166666666666667,0.0,0.0,0.05714168000000001,0.10162834823131561,0.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,16.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040093170000000004
701,Keane Lewis-Potter,368512,Forward,193,27.0,35.0,0.7714285714285715,8.0,1.0,0.061986150000000004,0.6449541673064232,0.014627513475716114,4.0,7.0,0.0,4.0,0.0,6.0,1.0,75.0,10.0,41.0,3.0,6.0,2.0,5.0,4.0,0.11548793,0.57640317
702,Keane Lewis-Potter,368512,Full Back,678,128.0,182.0,0.7032967032967034,42.0,2.0,0.9837371400000001,2.129196461290121,1.0257899798452854,16.0,7.0,4.0,7.0,9.0,27.0,6.0,278.0,24.0,133.0,16.0,16.0,11.0,5.0,5.0,0.42891582000000006,1.16824533
703,Kenny Tete,145996,Attacking Mid/Winger,34,11.0,15.0,0.7333333333333333,8.0,0.0,0.10174161,0.0,0.0499834269285202,0.0,4.0,0.0,0.0,1.0,1.0,1.0,24.0,0.0,9.0,2.0,0.0,1.0,0.0,0.0,0.013531710000000002,0.036771830000000005
704,Kenny Tete,145996,Full Back,815,362.0,452.0,0.8008849557522124,197.0,14.0,1.3748485700000002,1.0747430361807346,0.17477399110794067,4.0,18.0,16.0,21.0,4.0,40.0,21.0,581.0,10.0,151.0,39.0,3.0,7.0,1.0,9.0,0.17611131000000002,1.1658800599999999
705,Kevin De Bruyne,73084,Attacking Mid/Winger,532,324.0,423.0,0.7659574468085106,150.0,11.0,3.5043105500000005,1.2041622251272202,5.906265586614609,21.0,4.0,3.0,11.0,5.0,23.0,5.0,501.0,43.0,319.0,55.0,24.0,38.0,9.0,6.0,0.46575503,1.4417354900000001
706,Kevin De Bruyne,73084,Center Mid,515,278.0,382.0,0.7277486910994765,121.0,9.0,1.6694819399999998,0.7105400618165731,2.704912804067135,14.0,5.0,0.0,9.0,0.0,18.0,2.0,451.0,27.0,290.0,47.0,17.0,34.0,7.0,4.0,0.37515483000000005,1.24411695
707,Kevin Schade,407260,Attacking Mid/Winger,256,47.0,71.0,0.6619718309859155,21.0,0.0,0.6947761,1.1530412584543228,0.6587969064712524,5.0,3.0,1.0,13.0,12.0,21.0,1.0,120.0,13.0,51.0,6.0,2.0,6.0,2.0,1.0,0.09891516,0.71371917
708,Kevin Schade,407260,Center Mid,31,3.0,7.0,0.42857142857142855,1.0,0.0,0.002044220000000001,0.03357023373246193,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,4.0,9.0,0.0,2.0,0.0,2.0,0.0,0.06033499,0.15569999
709,Kevin Schade,407260,Forward,11,0.0,1.0,0.0,0.0,0.0,0.010295219999999999,0.14423629641532898,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.029654319999999998,0.04447304999999999
710,Kevin Schade,407260,Full Back,18,0.0,2.0,0.0,0.0,0.0,0.01493425,0.05505869910120964,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.02845656,0.005842739999999999
711,Kieffer Moore,133190,Attacking Mid/Winger,35,9.0,12.0,0.75,2.0,0.0,0.21938702999999998,0.0802467092871666,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,14.0,3.0,10.0,2.0,0.0,2.0,1.0,0.0,0.16571771,0.23454929
712,Kieffer Moore,133190,Center Mid,55,9.0,17.0,0.5294117647058824,4.0,0.0,0.01883428,0.4715202748775482,0.26575663685798645,3.0,0.0,0.0,2.0,2.0,2.0,0.0,23.0,7.0,12.0,1.0,0.0,1.0,1.0,0.0,0.0,0.8425480699999999
713,Kieffer Moore,133190,Forward,24,8.0,9.0,0.8888888888888888,3.0,0.0,0.04793026,0.6475212872028351,0.10383783280849457,2.0,0.0,0.0,2.0,1.0,2.0,0.0,16.0,1.0,6.0,2.0,0.0,1.0,1.0,1.0,0.0,0.35719028999999997
714,Kieffer Moore,133190,Full Back,11,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06875186000000001
715,Kieran Trippier,83078,Full Back,2335,1579.0,2061.0,0.7661329451722465,800.0,76.0,9.240193299999998,0.7163029443472624,8.027308033779263,8.0,57.0,23.0,48.0,30.0,158.0,45.0,2360.0,35.0,659.0,261.0,22.0,116.0,6.0,16.0,0.6546421199999999,2.6139550500000004
716,Kobbie Mainoo,460260,Center Mid,1781,649.0,755.0,0.8596026490066225,327.0,20.0,1.5196327399999996,0.657488776370883,0.5387230776250362,10.0,42.0,19.0,33.0,17.0,82.0,33.0,1024.0,23.0,209.0,33.0,8.0,11.0,7.0,23.0,0.4378794000000001,1.14700373
717,Konstantinos Mavropanos,351127,Attacking Mid/Winger,1,3.0,4.0,0.75,1.0,0.0,0.0005306600000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015871199999999992,0.0005097200000000017
718,Konstantinos Mavropanos,351127,Center Back,1473,435.0,576.0,0.7552083333333334,330.0,38.0,0.8558232200000002,1.0303208772093058,0.13049310445785522,11.0,26.0,22.0,23.0,42.0,65.0,31.0,779.0,17.0,32.0,40.0,10.0,1.0,2.0,2.0,0.20635128,2.30901955
719,Konstantinos Mavropanos,351127,Full Back,45,23.0,26.0,0.8846153846153846,13.0,0.0,0.07745656,0.0,0.09280744194984436,0.0,0.0,1.0,0.0,0.0,4.0,1.0,32.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.004922570000000001,0.022756309999999995
720,Kostas Tsimikas,301455,Attacking Mid/Winger,6,3.0,6.0,0.5,1.0,0.0,0.010728320000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.023685169999999995,0.02266757
721,Kostas Tsimikas,301455,Full Back,731,380.0,493.0,0.77079107505071,147.0,12.0,1.13386862,0.13655434269458055,1.4186016544699669,3.0,19.0,6.0,17.0,3.0,41.0,18.0,589.0,17.0,228.0,30.0,10.0,22.0,3.0,4.0,0.3371831600000001,1.1086410100000001
722,Kristoffer Ajer,321085,Center Back,1277,304.0,420.0,0.7238095238095238,195.0,20.0,1.5849188700000003,1.0660755708813667,1.271437929943204,4.0,19.0,13.0,21.0,41.0,33.0,24.0,595.0,31.0,68.0,38.0,7.0,12.0,6.0,5.0,0.38690182,0.95778607
723,Kristoffer Ajer,321085,Center Mid,21,13.0,14.0,0.9285714285714286,7.0,1.0,0.08787694999999998,0.09467645734548569,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,20.0,4.0,6.0,2.0,1.0,1.0,1.0,0.0,0.010395330000000001,0.35565979999999997
724,Kristoffer Ajer,321085,Forward,8,6.0,7.0,0.8571428571428571,3.0,0.0,0.21072962999999997,0.06536294519901276,0.6027765274047852,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0092975,0.10945352
725,Kristoffer Ajer,321085,Full Back,616,264.0,339.0,0.7787610619469026,153.0,9.0,0.64867369,0.3108639568090439,0.2961081489920616,6.0,19.0,9.0,12.0,21.0,20.0,9.0,417.0,22.0,81.0,21.0,8.0,7.0,4.0,3.0,0.20148078,1.8288304499999999
726,Kurt Zouma,106086,Center Back,2885,902.0,1081.0,0.8344125809435707,617.0,63.0,1.33689912,2.6074837669730186,0.23838638979941607,16.0,21.0,25.0,26.0,56.0,94.0,37.0,1387.0,27.0,33.0,61.0,11.0,2.0,3.0,2.0,0.34175672,2.44518584
727,Kyle Walker,69778,Center Back,686,449.0,501.0,0.8962075848303394,243.0,22.0,0.98096307,0.09683879092335701,0.09395597875118256,3.0,10.0,13.0,13.0,8.0,35.0,17.0,582.0,7.0,121.0,39.0,14.0,5.0,2.0,2.0,0.27363828,0.41324226
728,Kyle Walker,69778,Full Back,2009,1477.0,1686.0,0.8760379596678529,599.0,53.0,4.275870779999999,0.29077027970924973,2.729230208322406,13.0,23.0,10.0,28.0,15.0,106.0,19.0,1863.0,32.0,592.0,100.0,47.0,43.0,7.0,18.0,1.3122542300000004,2.7291586199999993
729,Leander Dendoncker,124106,Attacking Mid/Winger,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,Leander Dendoncker,124106,Center Mid,147,40.0,50.0,0.8,16.0,3.0,0.02962718,0.7382613271474838,0.0,2.0,6.0,2.0,2.0,4.0,3.0,3.0,76.0,2.0,13.0,1.0,0.0,0.0,0.0,0.0,0.004160459999999996,0.11486394
731,Leander Dendoncker,124106,Forward,1,4.0,5.0,0.8,1.0,0.0,0.0015871199999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016276599999999995
732,Leandro Trossard,113994,Attacking Mid/Winger,1011,274.0,358.0,0.7653631284916201,99.0,8.0,1.3469322899999998,3.450889315456152,1.112144697457552,33.0,13.0,3.0,23.0,0.0,56.0,14.0,547.0,73.0,291.0,36.0,39.0,24.0,30.0,19.0,1.19517786,2.91518332
733,Leandro Trossard,113994,Center Mid,292,99.0,140.0,0.7071428571428572,36.0,5.0,0.22867063,1.916594237089157,0.14340009167790413,12.0,7.0,3.0,6.0,2.0,20.0,4.0,190.0,15.0,99.0,8.0,6.0,3.0,5.0,1.0,0.32274976,1.0014722999999999
734,Leandro Trossard,113994,Forward,312,85.0,127.0,0.6692913385826772,39.0,4.0,0.85188346,1.9361434951424599,1.4294948615133762,13.0,4.0,0.0,4.0,3.0,8.0,4.0,193.0,38.0,114.0,17.0,3.0,15.0,8.0,5.0,0.17346052,1.3578115099999999
735,Leon Bailey,327682,Attacking Mid/Winger,1962,513.0,696.0,0.7370689655172413,177.0,21.0,3.42142204,5.608622400090098,6.256148893386126,47.0,11.0,6.0,45.0,12.0,93.0,17.0,1017.0,126.0,570.0,76.0,82.0,67.0,54.0,45.0,2.8447189799999997,4.436138280000001
736,Leon Bailey,327682,Center Back,76,7.0,11.0,0.6363636363636364,4.0,2.0,0.08361628,0.0,0.03643191605806351,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17.0,0.0,9.0,3.0,2.0,1.0,0.0,2.0,0.04308309999999999,0.04568362999999999
737,Leon Bailey,327682,Forward,133,30.0,46.0,0.6521739130434783,13.0,3.0,0.5937627400000001,0.1906677596271038,1.7545363456010818,3.0,1.0,3.0,3.0,0.0,5.0,2.0,75.0,5.0,39.0,10.0,9.0,7.0,2.0,5.0,0.13855102,0.27712717
738,Leon Bailey,327682,Full Back,34,7.0,11.0,0.6363636363636364,2.0,1.0,0.2167837,0.0,0.24864788353443146,0.0,0.0,0.0,1.0,1.0,1.0,0.0,19.0,1.0,13.0,1.0,2.0,1.0,1.0,0.0,0.02683716,0.06876074000000001
739,Leon Chiwome,518340,Forward,192,19.0,22.0,0.8636363636363636,4.0,0.0,0.021681980000000007,0.14155717939138412,0.0,2.0,2.0,0.0,4.0,2.0,5.0,3.0,44.0,4.0,11.0,2.0,2.0,0.0,1.0,0.0,0.05420137,0.13907275000000002
740,Lesley Ugochukwu,404616,Attacking Mid/Winger,19,7.0,12.0,0.5833333333333334,4.0,0.0,0.014831589999999999,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038804000000000095,0.003088780000000001
741,Lesley Ugochukwu,404616,Center Mid,243,112.0,132.0,0.8484848484848485,55.0,3.0,0.21672636,0.0,0.03070095181465149,0.0,8.0,1.0,5.0,7.0,5.0,4.0,153.0,0.0,20.0,6.0,2.0,2.0,0.0,2.0,0.039246729999999994,0.09026369999999999
742,Lesley Ugochukwu,404616,Forward,42,19.0,20.0,0.95,11.0,0.0,0.05418695999999999,0.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,5.0,30.0,1.0,6.0,3.0,0.0,3.0,1.0,1.0,0.04095787,0.02355681
743,Lesley Ugochukwu,404616,Full Back,1,3.0,3.0,1.0,0.0,0.0,0.0005547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013850100000000008
744,Levi Colwill,421351,Attacking Mid/Winger,17,5.0,5.0,1.0,3.0,0.0,0.00972768,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033361299999999997
745,Levi Colwill,421351,Center Back,786,471.0,553.0,0.8517179023508138,284.0,24.0,0.9446505799999999,0.2552731856703758,0.4293767996132374,4.0,12.0,9.0,11.0,25.0,39.0,16.0,667.0,9.0,65.0,38.0,5.0,4.0,1.0,3.0,0.22978882999999997,0.6970235400000001
746,Levi Colwill,421351,Full Back,1132,489.0,601.0,0.8136439267886856,256.0,19.0,1.0348719499999999,0.5306309461593628,0.9456014782190323,7.0,36.0,17.0,26.0,18.0,55.0,23.0,762.0,17.0,103.0,41.0,17.0,4.0,6.0,6.0,0.35948235000000006,0.53785295
747,Lewis Cook,136456,Center Back,95,48.0,66.0,0.7272727272727273,26.0,1.0,0.10099628000000001,0.0,0.0,0.0,3.0,2.0,1.0,1.0,8.0,1.0,76.0,0.0,8.0,5.0,2.0,1.0,0.0,1.0,0.025096140000000003,0.014421409999999997
748,Lewis Cook,136456,Center Mid,2749,1008.0,1319.0,0.7642153146322972,534.0,47.0,3.3163546599999987,0.48150897677987814,3.3784553967416286,10.0,54.0,60.0,46.0,36.0,206.0,77.0,1661.0,9.0,345.0,124.0,20.0,50.0,0.0,19.0,0.39995031000000003,0.6942108899999999
749,Lewis Dobbin,425711,Attacking Mid/Winger,143,25.0,36.0,0.6944444444444444,7.0,1.0,0.13372148,0.5939377397298813,0.45962269976735115,5.0,4.0,1.0,8.0,2.0,13.0,3.0,81.0,10.0,43.0,4.0,4.0,2.0,4.0,3.0,0.28953376999999997,0.2641232
750,Lewis Dobbin,425711,Center Mid,86,12.0,19.0,0.631578947368421,3.0,0.0,0.0361441,0.0,0.01811036840081215,0.0,3.0,0.0,1.0,0.0,6.0,2.0,44.0,1.0,20.0,1.0,0.0,1.0,0.0,3.0,0.016209899999999996,0.09920056
751,Lewis Dunk,86441,Center Back,2949,2908.0,3148.0,0.9237611181702668,2059.0,146.0,5.185774299999999,2.774956753477454,1.1338162813335657,32.0,26.0,31.0,31.0,55.0,174.0,32.0,3438.0,50.0,145.0,190.0,26.0,15.0,6.0,5.0,1.0645713399999999,4.44279911
752,Lewis Hall,430294,Attacking Mid/Winger,39,20.0,25.0,0.8,8.0,1.0,0.026638030000000007,0.045286212116479874,0.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,37.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,0.012402510000000002,0.061058959999999995
753,Lewis Hall,430294,Center Back,45,34.0,48.0,0.7083333333333334,11.0,1.0,0.23519706,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,3.0,59.0,3.0,20.0,1.0,3.0,1.0,1.0,0.0,0.04943204,0.11204788
754,Lewis Hall,430294,Center Mid,9,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014860800000000007
755,Lewis Hall,430294,Full Back,453,220.0,273.0,0.8058608058608059,137.0,14.0,0.73763292,0.2523867283016443,0.05699490010738373,5.0,18.0,6.0,4.0,9.0,33.0,15.0,354.0,5.0,58.0,22.0,5.0,4.0,3.0,4.0,0.18741077,0.16422241
756,Lewis Miley,474264,Center Mid,1292,441.0,535.0,0.8242990654205608,209.0,18.0,1.20316195,1.479487769305706,1.9360096026211977,13.0,33.0,8.0,11.0,11.0,78.0,29.0,707.0,38.0,220.0,28.0,8.0,17.0,10.0,8.0,0.4147027800000001,1.3731026199999996
757,Lisandro Martínez,340105,Center Back,632,374.0,403.0,0.9280397022332506,221.0,9.0,0.51859121,0.0,0.03241417184472084,0.0,11.0,4.0,8.0,3.0,31.0,8.0,469.0,1.0,16.0,17.0,6.0,1.0,1.0,2.0,0.17996152,0.10481013999999997
758,Lloyd Kelly,332419,Attacking Mid/Winger,80,25.0,37.0,0.6756756756756757,16.0,3.0,0.30405805999999996,0.0,0.23852604627609253,0.0,0.0,0.0,2.0,5.0,2.0,1.0,48.0,3.0,19.0,11.0,0.0,2.0,0.0,0.0,0.008539570000000002,0.10233023000000001
759,Lloyd Kelly,332419,Center Back,669,244.0,314.0,0.7770700636942676,124.0,20.0,0.43484519,0.0,0.06511741131544113,0.0,8.0,4.0,7.0,8.0,49.0,8.0,377.0,1.0,19.0,28.0,2.0,1.0,0.0,1.0,0.10178814,0.09825459999999998
760,Lloyd Kelly,332419,Center Mid,16,10.0,13.0,0.7692307692307693,8.0,0.0,0.010743589999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01172683,0.0019223699999999996
761,Lloyd Kelly,332419,Full Back,833,363.0,489.0,0.7423312883435583,191.0,30.0,1.3827465600000002,0.31780984438955784,0.9681473597884178,3.0,16.0,6.0,20.0,14.0,59.0,20.0,597.0,7.0,113.0,47.0,1.0,8.0,2.0,1.0,0.18088468000000002,0.7227690099999999
762,Lorenz Assignon,402874,Full Back,1241,307.0,426.0,0.7206572769953051,161.0,3.0,1.7278822399999996,0.40767375379800797,2.4744504559785128,8.0,31.0,16.0,41.0,12.0,58.0,27.0,644.0,30.0,198.0,41.0,23.0,18.0,13.0,13.0,0.57441634,1.29526582
763,Loris Karius,107176,Goalkeeper,95,21.0,36.0,0.5833333333333334,21.0,3.0,0.023893150000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0016357999999999998,0.005397759999999996
764,Luca Koleosho,438959,Attacking Mid/Winger,1028,192.0,273.0,0.7032967032967034,61.0,1.0,1.25665294,2.1167774233035743,1.2564507853239775,23.0,7.0,2.0,31.0,2.0,46.0,6.0,477.0,58.0,280.0,18.0,49.0,14.0,27.0,33.0,1.1343887299999997,1.7495842600000002
765,Lucas Digne,89925,Full Back,2400,946.0,1248.0,0.7580128205128205,382.0,18.0,4.2738403400000005,0.93524733139202,2.546816524118185,19.0,42.0,25.0,51.0,39.0,93.0,35.0,1530.0,55.0,569.0,124.0,16.0,67.0,6.0,7.0,0.7080015500000001,3.8328045099999994
766,Lucas Paquetá,319756,Attacking Mid/Winger,2442,951.0,1284.0,0.7406542056074766,541.0,60.0,5.28419643,2.973163628950715,5.344552812166512,34.0,52.0,20.0,97.0,54.0,163.0,50.0,1800.0,60.0,536.0,120.0,22.0,53.0,13.0,38.0,0.8917292700000004,5.219418850000001
767,Lucas Paquetá,319756,Center Mid,189,61.0,83.0,0.7349397590361446,39.0,5.0,0.29892963,0.3133401647210121,0.10578644275665283,5.0,14.0,1.0,11.0,3.0,22.0,10.0,124.0,4.0,21.0,10.0,0.0,3.0,0.0,2.0,0.014267869999999997,0.34469506
768,Luis Díaz,377168,Attacking Mid/Winger,2575,802.0,949.0,0.845100105374078,343.0,42.0,4.16885611,11.241589972749352,4.385826576501131,85.0,28.0,3.0,86.0,23.0,115.0,25.0,1462.0,199.0,842.0,87.0,117.0,77.0,76.0,63.0,3.856669869999999,9.68200377
769,Luis Díaz,377168,Center Mid,94,43.0,54.0,0.7962962962962963,18.0,2.0,0.48215926,0.5428322777152061,0.6083409860730171,5.0,3.0,0.0,2.0,2.0,4.0,1.0,78.0,16.0,52.0,8.0,9.0,4.0,6.0,0.0,0.17816987999999997,0.9183980100000001
770,Luis Sinisterra,361879,Attacking Mid/Winger,751,223.0,286.0,0.7797202797202797,91.0,14.0,1.4808791400000003,3.104415398091078,2.689113617874682,27.0,23.0,8.0,17.0,15.0,45.0,26.0,479.0,89.0,268.0,25.0,52.0,28.0,37.0,29.0,1.51515088,4.177679180000001
771,Luis Sinisterra,361879,Full Back,6,3.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,7.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.009514569999999993,0.07608182000000001
772,Lukasz Fabianski,20973,Goalkeeper,774,160.0,238.0,0.6722689075630253,157.0,57.0,0.44216815000000004,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,293.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.010795570000000004,0.01511931
773,Luke Berry,139864,Attacking Mid/Winger,75,13.0,19.0,0.6842105263157895,8.0,0.0,0.059901060000000006,0.4257604107260704,0.0,5.0,1.0,0.0,1.0,3.0,1.0,0.0,35.0,6.0,15.0,1.0,0.0,0.0,1.0,0.0,0.0032125300000000016,0.53744501
774,Luke Berry,139864,Center Back,46,7.0,10.0,0.7,1.0,0.0,0.0035222199999999995,0.4644738733768463,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,14.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.016920209999999998
775,Luke Berry,139864,Center Mid,185,30.0,44.0,0.6818181818181818,15.0,3.0,0.04629606,0.03301136568188667,0.0,1.0,4.0,0.0,8.0,4.0,3.0,4.0,71.0,1.0,12.0,1.0,1.0,0.0,0.0,0.0,0.017829009999999996,0.11027160999999999
776,Luke Berry,139864,Full Back,47,10.0,19.0,0.5263157894736842,3.0,0.0,0.0135122,0.16181600093841553,0.13975518569350243,1.0,1.0,0.0,1.0,0.0,2.0,0.0,27.0,4.0,18.0,1.0,0.0,3.0,0.0,0.0,0.010829250000000002,0.38826797
777,Luke Harris,444538,Center Mid,81,11.0,14.0,0.7857142857142857,2.0,0.0,0.026359360000000002,0.36952903866767883,0.0,1.0,1.0,0.0,4.0,0.0,3.0,1.0,21.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.00466389,0.0491934
778,Luke Shaw,118244,Center Back,182,119.0,138.0,0.8623188405797102,72.0,2.0,0.24947896000000003,0.0,0.018320269882678986,0.0,0.0,1.0,1.0,5.0,9.0,1.0,156.0,0.0,12.0,9.0,1.0,1.0,0.0,1.0,0.04369394,0.055503790000000004
779,Luke Shaw,118244,Full Back,846,412.0,508.0,0.8110236220472441,238.0,14.0,1.3228939100000001,0.11107729189097881,0.8202876541763544,2.0,11.0,5.0,16.0,8.0,50.0,11.0,620.0,13.0,141.0,39.0,6.0,17.0,3.0,6.0,0.17386866999999998,0.572363
780,Luke Thomas,396317,Attacking Mid/Winger,100,18.0,21.0,0.8571428571428571,8.0,0.0,0.10083006,0.0,0.014850445091724396,0.0,2.0,1.0,0.0,0.0,3.0,2.0,31.0,0.0,9.0,3.0,0.0,1.0,0.0,0.0,0.00634183,0.038191840000000005
781,Luke Thomas,396317,Full Back,909,216.0,298.0,0.7248322147651006,109.0,8.0,0.59974008,0.5036841630935669,0.03985214605927467,6.0,18.0,9.0,23.0,10.0,36.0,14.0,428.0,11.0,81.0,29.0,4.0,4.0,3.0,5.0,0.15047971999999996,0.42305361
782,Lyle Foster,371447,Attacking Mid/Winger,378,69.0,97.0,0.711340206185567,35.0,1.0,0.5143216399999999,0.21479692123830318,0.2804279141128063,3.0,5.0,1.0,5.0,7.0,9.0,3.0,160.0,28.0,86.0,11.0,11.0,11.0,9.0,7.0,0.19871505,0.9106146600000001
783,Lyle Foster,371447,Forward,1466,208.0,319.0,0.6520376175548589,68.0,8.0,0.8872736499999998,5.1987511198967695,1.3115004310384393,31.0,14.0,2.0,29.0,42.0,39.0,8.0,541.0,63.0,239.0,14.0,31.0,10.0,27.0,11.0,0.9286249999999999,3.8322759499999997
784,Mads Andersen,379632,Center Back,409,84.0,111.0,0.7567567567567568,67.0,7.0,0.14782784000000004,0.5018319599330425,0.0,3.0,6.0,8.0,7.0,10.0,25.0,13.0,176.0,4.0,7.0,8.0,0.0,0.0,0.0,0.0,0.015304289999999996,0.53497462
785,Mads Andersen,379632,Full Back,19,3.0,6.0,0.5,3.0,0.0,0.008065100000000004,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
786,Mads Roerslev,329554,Full Back,2061,464.0,699.0,0.6638054363376252,232.0,22.0,2.9835385199999997,1.1282058916985989,1.5405209958553314,7.0,43.0,19.0,25.0,13.0,80.0,40.0,967.0,24.0,277.0,65.0,9.0,27.0,6.0,11.0,0.45641473000000005,1.4733312400000005
787,Mahmoud Dahoud,135092,Center Mid,506,284.0,328.0,0.8658536585365854,120.0,10.0,0.54631794,0.3208033684641123,1.3150070440024137,6.0,9.0,1.0,8.0,0.0,26.0,5.0,378.0,5.0,61.0,12.0,3.0,2.0,2.0,2.0,0.19642330999999996,0.33456013
