,Season,playerName,PlayerID,Position,Mins,Passes Completed,Passes Attempted,Pass Completion Rate,Forward Passes,Long Passes,xT via Pass,npxG,xA,Shots,Tackles,Interceptions,Fouls,Aerials,Recoveries,Ball Wins,Touches,Box Touches,Final 1/3 Touches,Progressive Passes,Progressive Carries,Box Passes,Box Carries,Successful Take Ons,xT Carry,xT Received
1482,2023/24,Callum Wilson,134115,Attacking Mid/Winger,38,3.0,3.0,1.0,0.0,0.0,0.0,0.1649928092956543,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,9.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27102727
1483,2023/24,Callum Wilson,134115,Center Mid,65,9.0,10.0,0.9,4.0,0.0,0.08178466,0.7671030610799789,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,23.0,5.0,12.0,1.0,2.0,1.0,3.0,1.0,0.3661862999999999,0.0911650199999999
1484,2023/24,Callum Wilson,134115,Forward,939,90.0,144.0,0.625,34.0,2.0,0.21557409,6.792223419994116,0.9550287388265132,28.0,3.0,1.0,32.0,7.0,16.0,3.0,331.0,76.0,184.0,2.0,10.0,8.0,21.0,13.0,0.6305828599999999,4.77931891
1485,2023/24,Callum Wilson,134115,Full Back,30,3.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.03749656,0.04956583
1486,2023/24,Calum Chambers,124316,Center Back,43,34.0,36.0,0.9444444444444444,26.0,0.0,0.0455968299999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.01895586,0.0059651799999999
1487,2023/24,Calum Chambers,124316,Center Mid,110,64.0,74.0,0.8648648648648649,25.0,4.0,0.0660885599999999,0.0,0.0634509176015853,0.0,3.0,1.0,4.0,0.0,7.0,2.0,87.0,0.0,13.0,2.0,0.0,0.0,0.0,1.0,0.0068692199999999,0.05690107
1488,2023/24,Calum Chambers,124316,Full Back,5,2.0,3.0,0.6666666666666666,2.0,0.0,0.00204422,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013679799999999
1489,2023/24,Calvin Bassey,396976,Attacking Mid/Winger,2,2.0,3.0,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1490,2023/24,Calvin Bassey,396976,Center Back,2463,1420.0,1650.0,0.8606060606060606,946.0,81.0,1.8805853,0.2949844561517238,0.0559829100966453,5.0,49.0,28.0,26.0,30.0,169.0,45.0,1931.0,11.0,38.0,78.0,11.0,2.0,3.0,11.0,0.5230830500000001,0.8393594699999999
1491,2023/24,Calvin Bassey,396976,Center Mid,30,18.0,20.0,0.9,10.0,1.0,0.0307686199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0061085799999999,0.0023102999999999
1492,2023/24,Cameron Archer,382363,Attacking Mid/Winger,402,61.0,83.0,0.7349397590361446,15.0,2.0,0.20581565,1.569855373352766,0.5426004081964493,12.0,8.0,0.0,10.0,1.0,28.0,5.0,170.0,21.0,80.0,4.0,7.0,4.0,5.0,13.0,0.28586753,0.93589297
1493,2023/24,Cameron Archer,382363,Center Mid,44,9.0,11.0,0.8181818181818182,2.0,0.0,0.1930276699999999,0.0,0.1252615451812744,0.0,0.0,0.0,2.0,0.0,1.0,1.0,15.0,2.0,7.0,1.0,2.0,1.0,2.0,0.0,0.0583008499999999,0.1018422
1494,2023/24,Cameron Archer,382363,Forward,1540,193.0,236.0,0.8177966101694916,52.0,1.0,0.58683918,4.775522880256176,1.7592298332601786,29.0,10.0,1.0,23.0,6.0,34.0,11.0,472.0,57.0,269.0,10.0,22.0,12.0,17.0,16.0,0.8243744899999998,2.5284966000000004
1495,2023/24,Cameron Archer,382363,Full Back,30,8.0,8.0,1.0,2.0,0.0,0.1494026,0.0825696140527725,0.4709025919437408,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0001071899999999,0.08221463
1496,2023/24,Caoimhín Kelleher,322176,Goalkeeper,976,359.0,439.0,0.8177676537585421,358.0,44.0,0.4988935,0.0,0.0633568912744522,0.0,0.0,0.0,0.0,4.0,13.0,0.0,485.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.07276155,0.09004741
1497,2023/24,Carlos Baleba,436048,Attacking Mid/Winger,49,20.0,21.0,0.9523809523809524,7.0,0.0,0.01144818,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,2.0,31.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.00868309,0.0144349499999999
1498,2023/24,Carlos Baleba,436048,Center Mid,1362,690.0,749.0,0.9212283044058746,316.0,18.0,0.73038377,0.8382676001638174,0.5599596574902534,21.0,39.0,17.0,63.0,24.0,92.0,43.0,992.0,5.0,141.0,14.0,21.0,3.0,1.0,11.0,0.3551149599999999,0.6165879999999998
1499,2023/24,Carlos Baleba,436048,Full Back,1,3.0,3.0,1.0,2.0,0.0,0.0056246999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,2023/24,Carlos Vinícius,363077,Attacking Mid/Winger,10,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0112443899999999,0.00901404
1501,2023/24,Carlos Vinícius,363077,Center Mid,1,0.0,1.0,0.0,0.0,0.0,0.0283097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01812919
1502,2023/24,Carlos Vinícius,363077,Forward,341,42.0,57.0,0.7368421052631579,21.0,0.0,0.0515042499999999,1.5251819137483835,0.7418189160525799,9.0,3.0,0.0,6.0,4.0,8.0,3.0,108.0,16.0,46.0,1.0,1.0,1.0,2.0,2.0,0.074331,1.4164944299999995
1503,2023/24,Carlton Morris,263188,Attacking Mid/Winger,726,123.0,176.0,0.6988636363636364,40.0,2.0,0.54127437,2.05178764462471,0.6711907386779785,15.0,6.0,0.0,25.0,18.0,19.0,5.0,289.0,33.0,115.0,10.0,8.0,5.0,4.0,9.0,0.31453854,2.8257843899999995
1504,2023/24,Carlton Morris,263188,Forward,2338,361.0,562.0,0.6423487544483986,135.0,6.0,1.0662455999999998,6.122531186789274,2.4833467481657863,51.0,9.0,1.0,67.0,115.0,52.0,9.0,908.0,111.0,392.0,22.0,23.0,18.0,27.0,22.0,0.6016553900000001,10.50923427
1505,2023/24,Carney Chukwuemeka,410639,Attacking Mid/Winger,186,73.0,85.0,0.8588235294117647,29.0,1.0,0.1917043,0.0801955386996269,0.0902284681797027,1.0,5.0,0.0,5.0,1.0,6.0,4.0,112.0,12.0,43.0,3.0,1.0,4.0,0.0,2.0,0.04561242,0.22638743
1506,2023/24,Carney Chukwuemeka,410639,Center Mid,50,29.0,34.0,0.8529411764705882,15.0,0.0,0.08802327,0.0331327207386493,0.1690486930310726,1.0,1.0,0.0,0.0,0.0,1.0,0.0,43.0,2.0,15.0,3.0,1.0,2.0,0.0,0.0,0.02433496,0.1366486499999999
1507,2023/24,Carney Chukwuemeka,410639,Forward,25,13.0,15.0,0.8666666666666667,5.0,0.0,0.02677414,0.0311802700161933,0.0286152232438325,1.0,0.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0,15.0,1.0,1.0,2.0,0.0,0.0,0.02690896,0.0890615
1508,2023/24,Casemiro,88526,Center Back,579,386.0,469.0,0.8230277185501066,279.0,33.0,0.87027744,0.7008562460541725,0.0774605609476566,11.0,25.0,4.0,9.0,14.0,31.0,23.0,564.0,14.0,42.0,39.0,3.0,6.0,3.0,1.0,0.2282654499999999,1.4449575999999995
1509,2023/24,Casemiro,88526,Center Mid,1570,779.0,950.0,0.82,488.0,46.0,2.3950080500000004,2.529479581862688,1.318586066365242,28.0,58.0,13.0,31.0,28.0,102.0,56.0,1258.0,32.0,213.0,74.0,1.0,15.0,2.0,8.0,0.4110185799999999,3.2012062400000003
1510,2023/24,Cauley Woodrow,138641,Attacking Mid/Winger,100,23.0,31.0,0.7419354838709677,6.0,0.0,0.32484671,0.2610045075416565,0.9456762075424194,3.0,2.0,0.0,2.0,1.0,4.0,0.0,50.0,6.0,23.0,2.0,0.0,3.0,0.0,0.0,0.03479389,0.3784581499999999
1511,2023/24,Cauley Woodrow,138641,Center Back,28,7.0,9.0,0.7777777777777778,3.0,0.0,0.0447335799999999,0.1120128221809864,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,18.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.00377069,0.3236591999999999
1512,2023/24,Cauley Woodrow,138641,Center Mid,19,11.0,17.0,0.6470588235294118,3.0,0.0,0.2031018799999999,0.0,0.1926390901207924,0.0,1.0,0.0,0.0,2.0,2.0,1.0,20.0,3.0,7.0,1.0,0.0,3.0,0.0,0.0,0.0,0.3452145399999999
1513,2023/24,Cauley Woodrow,138641,Forward,204,40.0,55.0,0.7272727272727273,8.0,0.0,0.036142,0.528996866196394,0.0300231110304594,7.0,7.0,0.0,7.0,5.0,12.0,4.0,91.0,9.0,50.0,2.0,2.0,4.0,2.0,1.0,0.13230675,0.8152560900000001
1514,2023/24,Cauley Woodrow,138641,Full Back,132,29.0,39.0,0.7435897435897436,15.0,1.0,0.1210796599999999,0.1196992211043834,0.0287263300269842,4.0,6.0,0.0,3.0,1.0,1.0,3.0,62.0,1.0,20.0,3.0,1.0,1.0,0.0,1.0,0.0318063999999999,0.16071214
1515,2023/24,Cesare Casadei,433219,Attacking Mid/Winger,77,44.0,53.0,0.8301886792452831,15.0,2.0,0.05961576,0.0,0.0196121875196695,0.0,4.0,0.0,4.0,10.0,1.0,2.0,69.0,0.0,15.0,4.0,1.0,0.0,0.0,2.0,0.0197685899999999,0.15352605
1516,2023/24,Cesare Casadei,433219,Forward,18,9.0,12.0,0.75,2.0,0.0,0.0488782799999999,0.0,0.067809410393238,0.0,1.0,0.0,1.0,2.0,0.0,0.0,15.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.00182685,0.0640125
1517,2023/24,Charlie Taylor,107462,Center Back,35,16.0,17.0,0.9411764705882352,10.0,0.0,0.12957427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,18.0,0.0,5.0,3.0,0.0,2.0,0.0,0.0,0.00227273,0.0044663899999999
1518,2023/24,Charlie Taylor,107462,Forward,51,13.0,25.0,0.52,9.0,0.0,0.0253282,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,35.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0039885699999999,0.00537287
1519,2023/24,Charlie Taylor,107462,Full Back,2429,966.0,1263.0,0.7648456057007126,457.0,51.0,2.79068814,0.3089786353521049,1.7592686526477337,10.0,33.0,19.0,35.0,41.0,101.0,15.0,1529.0,18.0,373.0,91.0,15.0,19.0,5.0,9.0,0.6159069699999999,1.6194064599999998
1520,2023/24,Cheick Doucouré,374993,Center Mid,986,367.0,422.0,0.8696682464454977,214.0,8.0,0.7857436299999999,0.276016540825367,0.6929316148161888,6.0,34.0,20.0,11.0,5.0,74.0,37.0,570.0,7.0,100.0,35.0,1.0,5.0,1.0,10.0,0.1064326199999999,0.39207057
1521,2023/24,Cheikhou Kouyaté,66741,Attacking Mid/Winger,38,7.0,12.0,0.5833333333333334,4.0,0.0,0.0592447299999999,0.0209447294473648,0.0,1.0,3.0,0.0,4.0,1.0,4.0,1.0,18.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0005547,0.06184887
1522,2023/24,Cheikhou Kouyaté,66741,Center Mid,202,38.0,59.0,0.6440677966101694,20.0,0.0,0.06629925,0.449484471231699,0.0,4.0,5.0,2.0,4.0,8.0,8.0,2.0,90.0,3.0,28.0,1.0,1.0,0.0,1.0,1.0,0.2035590699999999,0.13927143
1523,2023/24,Cheikhou Kouyaté,66741,Full Back,20,2.0,2.0,1.0,2.0,0.0,0.0027531999999999,0.0,0.0498645938932895,0.0,0.0,0.0,0.0,1.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1524,2023/24,Chiedozie Ogbene,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0676537454128265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1525,2023/24,Chiedozie Ogbene,352908,Attacking Mid/Winger,1186,251.0,347.0,0.723342939481268,95.0,2.0,1.81788523,2.2743690023198724,2.283746361732483,14.0,14.0,3.0,30.0,13.0,64.0,12.0,569.0,51.0,283.0,24.0,51.0,15.0,25.0,24.0,1.40670004,2.56992551
1526,2023/24,Chiedozie Ogbene,352908,Center Back,112,29.0,38.0,0.7631578947368421,10.0,2.0,0.0386166799999999,0.0,0.0,0.0,0.0,0.0,6.0,2.0,5.0,0.0,59.0,5.0,20.0,2.0,4.0,0.0,2.0,3.0,0.06995171,0.14324729
1527,2023/24,Chiedozie Ogbene,352908,Center Mid,15,0.0,2.0,0.0,0.0,0.0,0.01083551,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0219892699999999,0.04944884
1528,2023/24,Chiedozie Ogbene,352908,Forward,19,4.0,7.0,0.5714285714285714,2.0,0.0,0.0072876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,1.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0131067999999999,0.0395621099999999
1529,2023/24,Chiedozie Ogbene,352908,Full Back,820,305.0,394.0,0.7741116751269036,131.0,6.0,1.91083059,2.525676250457764,0.6987110245972872,21.0,3.0,4.0,21.0,13.0,54.0,6.0,557.0,39.0,259.0,37.0,45.0,19.0,17.0,33.0,1.11173032,1.53616544
1530,2023/24,Chris Basham,35607,Attacking Mid/Winger,16,11.0,13.0,0.8461538461538461,6.0,0.0,0.0872239699999999,0.0,0.0591948963701725,0.0,1.0,0.0,0.0,0.0,2.0,1.0,15.0,0.0,8.0,2.0,2.0,1.0,1.0,1.0,0.02420008,0.05597989
1531,2023/24,Chris Basham,35607,Center Back,203,61.0,83.0,0.7349397590361446,38.0,4.0,0.0955236599999999,0.262707008048892,0.1946883499622345,2.0,2.0,3.0,4.0,3.0,7.0,4.0,115.0,2.0,12.0,3.0,1.0,1.0,0.0,1.0,0.02819361,0.1965076
1532,2023/24,Chris Basham,35607,Center Mid,131,31.0,42.0,0.7380952380952381,14.0,0.0,0.04114908,0.0,0.0,0.0,4.0,2.0,2.0,4.0,7.0,2.0,64.0,3.0,15.0,0.0,0.0,0.0,0.0,1.0,0.01643159,0.0296793999999999
1533,2023/24,Chris Mepham,342842,Center Back,664,287.0,347.0,0.8270893371757925,192.0,24.0,0.8532197,0.0611547529697418,0.2674830546602607,1.0,12.0,7.0,17.0,28.0,29.0,15.0,426.0,6.0,23.0,26.0,6.0,6.0,2.0,0.0,0.1467991799999999,0.7096512299999999
1534,2023/24,Chris Mepham,342842,Center Mid,6,2.0,2.0,1.0,2.0,1.0,0.01773154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00209684,0.0016982099999999
1535,2023/24,Chris Mepham,342842,Full Back,3,7.0,9.0,0.7777777777777778,4.0,0.0,0.00588484,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536,2023/24,Chris Richards,395401,Center Back,1365,512.0,615.0,0.832520325203252,291.0,23.0,0.7608158899999999,0.7333851624280214,0.4896540753543377,11.0,21.0,14.0,9.0,41.0,57.0,20.0,790.0,17.0,34.0,41.0,2.0,2.0,1.0,1.0,0.10234776,1.7854935399999998
1537,2023/24,Chris Richards,395401,Center Mid,792,222.0,267.0,0.8314606741573034,120.0,8.0,0.30145154,0.0,0.1700224201194942,0.0,22.0,12.0,10.0,17.0,29.0,24.0,357.0,4.0,29.0,7.0,0.0,2.0,0.0,0.0,0.03084505,0.2494683899999999
1538,2023/24,Chris Richards,395401,Forward,8,1.0,1.0,1.0,1.0,0.0,0.00035277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539,2023/24,Chris Richards,395401,Full Back,102,43.0,56.0,0.7678571428571429,22.0,3.0,0.10645153,0.0,0.0,0.0,3.0,1.0,0.0,3.0,2.0,0.0,67.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0111822699999999,0.01954687
1540,2023/24,Chris Wood,73380,Center Back,29,0.0,1.0,0.0,0.0,0.0,0.27113113,0.0,0.0928900465369224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0236297299999999
1541,2023/24,Chris Wood,73380,Forward,1959,278.0,432.0,0.6435185185185185,106.0,6.0,0.54222568,11.068461522459984,1.8165658563375475,48.0,7.0,1.0,35.0,72.0,46.0,8.0,669.0,99.0,257.0,10.0,14.0,13.0,19.0,6.0,1.28011008,8.14590862
1542,2023/24,Christian Eriksen,69344,Attacking Mid/Winger,97,79.0,92.0,0.8586956521739131,46.0,6.0,0.7496249799999998,0.0,0.5517359375953674,0.0,5.0,0.0,0.0,0.0,7.0,6.0,108.0,0.0,33.0,13.0,4.0,7.0,0.0,0.0,0.10841619,0.0361188799999999
1543,2023/24,Christian Eriksen,69344,Center Mid,1148,566.0,703.0,0.8051209103840683,262.0,27.0,1.76791263,1.1740791220217943,2.027470532804728,13.0,12.0,4.0,10.0,1.0,79.0,12.0,804.0,12.0,218.0,43.0,11.0,17.0,4.0,3.0,0.3502989399999999,1.1269718199999996
1544,2023/24,Christian Eriksen,69344,Forward,4,3.0,5.0,0.6,1.0,0.0,0.0373292999999999,0.0,0.0681726112961769,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0012528699999999,0.00678125
1545,2023/24,Christian Nørgaard,101856,Center Mid,2697,1199.0,1495.0,0.8020066889632107,682.0,60.0,3.72933056,3.133367957547307,2.975952636450529,35.0,81.0,54.0,73.0,40.0,216.0,98.0,1920.0,58.0,401.0,123.0,10.0,38.0,7.0,6.0,0.61445186,4.585198510000001
1546,2023/24,Christopher Nkunku,300945,Attacking Mid/Winger,333,126.0,146.0,0.863013698630137,46.0,4.0,0.34325853,1.013548854738474,0.1317807920277118,10.0,5.0,1.0,13.0,7.0,10.0,6.0,209.0,20.0,104.0,13.0,5.0,5.0,4.0,1.0,0.22831843,1.28436336
1547,2023/24,Christopher Nkunku,300945,Center Mid,42,18.0,19.0,0.9473684210526316,9.0,0.0,0.2688122,0.5738652348518372,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,5.0,16.0,2.0,1.0,3.0,0.0,0.0,0.0204526399999999,0.52385718
1548,2023/24,Christopher Nkunku,300945,Forward,106,15.0,17.0,0.8823529411764706,5.0,0.0,0.0335407199999999,0.6383566856384277,0.056534893810749,2.0,0.0,1.0,2.0,3.0,2.0,2.0,29.0,4.0,17.0,0.0,1.0,1.0,1.0,1.0,0.15100214,0.1328421899999999
1549,2023/24,Clément Lenglet,236511,Center Back,1239,822.0,917.0,0.8964013086150491,497.0,51.0,1.27184177,0.8929302245378494,0.7695252299308777,8.0,13.0,7.0,15.0,15.0,37.0,17.0,1046.0,12.0,60.0,72.0,21.0,4.0,0.0,3.0,0.55283803,1.5938985599999995
1550,2023/24,Cody Gakpo,352825,Attacking Mid/Winger,285,79.0,105.0,0.7523809523809524,38.0,2.0,0.37801867,0.6626345384865999,0.1976184919476509,10.0,3.0,6.0,13.0,4.0,23.0,6.0,166.0,12.0,73.0,13.0,9.0,7.0,5.0,5.0,0.22532882,0.62343317
1551,2023/24,Cody Gakpo,352825,Center Mid,346,102.0,125.0,0.816,54.0,2.0,0.39834759,0.5974809499457479,0.1425523571670055,10.0,6.0,2.0,14.0,4.0,15.0,6.0,192.0,14.0,83.0,13.0,10.0,9.0,1.0,6.0,0.19295175,0.79638442
1552,2023/24,Cody Gakpo,352825,Forward,1133,241.0,317.0,0.7602523659305994,107.0,6.0,1.80628481,6.106749475002289,2.514774432405829,42.0,18.0,6.0,39.0,22.0,40.0,19.0,535.0,83.0,283.0,32.0,17.0,24.0,17.0,18.0,0.53499053,5.01194883
1553,2023/24,Cody Gakpo,352825,Full Back,21,14.0,15.0,0.9333333333333332,9.0,0.0,0.2539217099999999,0.5831807851791382,0.1996486186981201,4.0,0.0,0.0,0.0,2.0,3.0,0.0,22.0,6.0,16.0,2.0,1.0,4.0,0.0,2.0,0.04638625,0.16893036
1554,2023/24,Cole Palmer,395692,Attacking Mid/Winger,2427,946.0,1203.0,0.7863674147963424,454.0,63.0,5.88307589,9.053465130273253,9.90132426097989,88.0,22.0,18.0,43.0,0.0,90.0,28.0,1629.0,120.0,796.0,156.0,79.0,81.0,43.0,42.0,2.30129934,5.02435348
1555,2023/24,Cole Palmer,395692,Center Mid,31,29.0,36.0,0.8055555555555556,15.0,1.0,0.1435008099999999,0.0,0.0783112645149231,0.0,0.0,0.0,1.0,0.0,2.0,0.0,46.0,2.0,34.0,3.0,3.0,4.0,1.0,3.0,0.08286015,0.08685804
1556,2023/24,Cole Palmer,395692,Forward,381,150.0,171.0,0.8771929824561403,73.0,5.0,0.8359076299999999,1.2358852922916412,1.1426144037395716,12.0,1.0,2.0,6.0,1.0,13.0,2.0,224.0,18.0,100.0,14.0,11.0,13.0,5.0,7.0,0.26540872,0.5556587700000001
1557,2023/24,Connor Roberts,135865,Attacking Mid/Winger,68,10.0,17.0,0.5882352941176471,6.0,1.0,0.03022714,0.0,0.0252599604427814,0.0,2.0,0.0,1.0,3.0,1.0,2.0,26.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.19357222,0.0157723099999999
1558,2023/24,Connor Roberts,135865,Forward,34,7.0,10.0,0.7,4.0,0.0,0.02395929,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.01424146,0.0348679999999999
1559,2023/24,Connor Roberts,135865,Full Back,801,378.0,466.0,0.8111587982832618,214.0,11.0,1.14109491,0.0,0.3090553395450115,0.0,10.0,4.0,12.0,3.0,39.0,7.0,534.0,4.0,112.0,44.0,5.0,13.0,1.0,0.0,0.1703697299999999,0.34069682
1560,2023/24,Conor Bradley,424945,Full Back,794,419.0,530.0,0.7905660377358491,183.0,15.0,1.38776794,0.7280166558921337,1.8540252521634104,12.0,33.0,10.0,20.0,11.0,50.0,28.0,708.0,40.0,257.0,38.0,22.0,21.0,12.0,13.0,0.71232618,1.3996170099999998
1561,2023/24,Conor Gallagher,0,0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0993177443742752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1562,2023/24,Conor Gallagher,375621,Attacking Mid/Winger,1365,543.0,617.0,0.880064829821718,240.0,19.0,1.4813455200000003,2.767300585284829,3.0207433700561523,23.0,28.0,12.0,54.0,7.0,71.0,26.0,838.0,40.0,297.0,38.0,11.0,25.0,10.0,8.0,0.44211349,1.89825059
1563,2023/24,Conor Gallagher,375621,Center Mid,2089,1258.0,1394.0,0.902439024390244,546.0,35.0,3.05839079,2.687643887009472,2.304046699777245,25.0,57.0,31.0,93.0,18.0,150.0,66.0,1774.0,42.0,545.0,77.0,24.0,33.0,15.0,30.0,0.8877808099999998,3.0400520400000004
1564,2023/24,Craig Dawson,73063,Center Back,2385,1104.0,1274.0,0.8665620094191523,796.0,100.0,1.6199087799999998,1.5444761160761118,1.1984265241771936,16.0,30.0,16.0,35.0,63.0,100.0,31.0,1560.0,37.0,58.0,73.0,5.0,5.0,4.0,3.0,0.4474365099999999,2.49485572
1565,2023/24,Cristian Romero,323663,Center Back,3088,2390.0,2603.0,0.9181713407606608,1683.0,60.0,4.606192429999999,3.9267094992101192,0.697707999497652,24.0,66.0,44.0,55.0,87.0,189.0,67.0,2983.0,34.0,203.0,158.0,30.0,15.0,2.0,5.0,1.3568946700000002,3.57488689
1566,2023/24,Curtis Jones,355354,Attacking Mid/Winger,33,5.0,5.0,1.0,2.0,0.0,0.0051850399999999,0.1023292243480682,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,14.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03778809
1567,2023/24,Curtis Jones,355354,Center Mid,1284,702.0,769.0,0.9128738621586476,295.0,12.0,1.3992004899999997,2.1627875696867704,0.679962920024991,17.0,25.0,7.0,30.0,7.0,71.0,22.0,970.0,40.0,310.0,36.0,23.0,22.0,10.0,15.0,0.81427706,2.28808427
1568,2023/24,Cédric Soares,69945,Full Back,61,60.0,69.0,0.8695652173913043,16.0,4.0,0.07979462,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,70.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.02366581,0.05271136
1569,2023/24,Daiki Hashioka,411101,Attacking Mid/Winger,35,17.0,19.0,0.8947368421052632,13.0,1.0,0.03486652,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00243345,0.0039305399999999
1570,2023/24,Daiki Hashioka,411101,Center Back,435,148.0,180.0,0.8222222222222222,99.0,6.0,0.5288251900000001,0.1149896308779716,0.4227428734302521,2.0,4.0,6.0,10.0,10.0,14.0,8.0,234.0,2.0,14.0,12.0,0.0,2.0,0.0,0.0,0.04515335,0.02830078
1571,2023/24,Daiki Hashioka,411101,Center Mid,21,4.0,5.0,0.8,2.0,0.0,0.00803652,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.00332493
1572,2023/24,Daiki Hashioka,411101,Full Back,133,58.0,78.0,0.7435897435897436,28.0,1.0,0.18632014,0.0,0.0432774201035499,0.0,5.0,1.0,5.0,1.0,8.0,3.0,102.0,0.0,43.0,8.0,0.0,2.0,0.0,0.0,0.0445372599999999,0.20986812
1573,2023/24,Dan Bentley,134543,Goalkeeper,411,96.0,144.0,0.6666666666666666,91.0,23.0,0.15890379,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,156.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.01146408,0.02480019
1574,2023/24,Dan Burn,82277,Center Back,877,381.0,442.0,0.8619909502262444,277.0,8.0,0.36559286,0.6960125453770161,0.0878234729170799,6.0,14.0,8.0,17.0,30.0,30.0,13.0,548.0,15.0,26.0,14.0,3.0,1.0,2.0,0.0,0.20633266,1.48893827
